,Developer,Año,Cantidad de Items,Contenido Free
677,Alpha72 Games,2007,2,0.0
678,AlphaNuts,2014,2,0.0
679,Alpheratz*,2016,2,0.0
680,Alrauna Studios,2015,2,0.0
681,AltImage Games,2015,3,0.0
682,Altai Game Studio,2017,6,0.0
683,Altar Games,2001,2,0.0
684,Altar Games,2007,4,0.0
685,Altar Interactive,2003,1,0.0
686,"Alterego Games,Digital Forest",2015,3,0.0
687,AlternativaPlatform,2017,22,31.82
688,Alternative Dreams,2016,1,0.0
689,Alternative Dreams Studios,2016,3,0.0
690,Alternative Software Ltd,2014,6,0.0
691,Alternative Software Ltd,2015,10,0.0
692,Alternative Software Ltd,2016,5,0.0
693,Alternative Software Ltd,2017,7,0.0
694,Altfuture,2016,4,0.0
695,AlyStudio,2017,2,0.0
696,Alyssium,2017,4,0.0
697,Alysson Moraes,2017,6,0.0
698,Amanita Design,2009,5,0.0
699,Amanita Design,2012,3,0.0
700,Amanita Design,2016,9,33.33
701,Amanita Design,2017,3,0.0
702,Amaranth Games,2016,1,0.0
703,"Amaranth Games, LLC",2014,8,0.0
704,"Amaranth Games, LLC",2015,7,0.0
705,"Amaranth Games, LLC",2016,3,0.0
706,Amaterasu Software,2016,11,0.0
707,Amaterasu Software,2017,23,0.0
708,Amazastrophic,2017,5,0.0
709,Amazu Media,2017,8,0.0
710,AmberTail,2017,2,0.0
711,Ambiera,2016,4,0.0
712,Ambiera,2017,3,0.0
713,Ambiera e.U.,2015,10,0.0
714,Ameet Sharma,2017,2,0.0
715,Amegami,2016,3,0.0
716,Americo Mateus Rodrigues,2016,3,0.0
717,Amethyst Quarter,2015,2,0.0
718,Ametist studio,2017,3,0.0
719,"Amidos,Big O",2012,3,100.0
720,"Amidos,Big O,Bauer",2012,3,100.0
721,Amilton Neves,2017,4,0.0
722,Amkonius Games,2017,4,0.0
723,Amplecti Chao,2017,2,0.0
724,Amund Farifteh,2015,2,0.0
725,AnRaEl,2016,1,0.0
726,Anamik Majumdar,2016,2,0.0
727,Anarchy Enterprises,2007,3,0.0
728,Anarchy Enterprises,2015,16,0.0
729,Anarchy Enterprises,2016,3,0.0
730,Anarchy Interactive,2015,3,0.0
731,Anarkis Gaming,2016,3,0.0
732,Anarteam,2016,4,0.0
733,"Anatola Howard,Duncan Cross",2017,1,0.0
734,Anatoliy Loginovskikh,2016,14,0.0
735,Anatoliy Loginovskikh,2017,9,0.0
736,Anatoly Konstantinov,2017,3,0.0
737,Anawiki Games,2016,7,0.0
738,Anawiki Games,2017,12,0.0
739,Ancestral Quest,2017,1,0.0
740,"Anchora Games,Dream Harvesters",2016,3,100.0
741,Andrade Games,2016,7,0.0
742,Andras Beck,2016,1,0.0
743,"Andre Chagas Silva,Anthony Septim",2015,6,0.0
744,Andreas Ammer,2017,2,0.0
745,Andreas Britten,2016,6,0.0
746,Andreil Game,2016,1,0.0
747,Andres Martin Jimenez,2015,2,0.0
748,Andrettin,2015,3,100.0
749,Andrettin,2016,6,0.0
750,Andrettin,2017,3,0.0
751,"Andrew ""Versus"" Larionov",2017,6,0.0
752,Andrew Brady,2016,3,0.0
753,Andrew Gilmour,2016,4,0.0
754,Andrew Higgins,2017,3,0.0
755,Andrew Hulshult,2015,1,0.0
756,Andrew Morrish,2013,3,0.0
757,Andrew Morrish,2017,3,0.0
758,Andrew Rodenhiser,2017,2,100.0
759,Andrew Rowe,2015,2,0.0
760,Andrew Rowe,2017,3,0.0
761,Andrew Ryan Henke,2017,2,0.0
762,Andrew Smith,2017,4,0.0
763,Andrew Willman,2016,2,0.0
764,"AndrewDrumov, Sanke Berdochan",2015,5,0.0
765,"AndrewMD5,Codeusa",2015,2,0.0
766,Andrey Haritonov,2017,7,0.0
767,Andrey Malyarov,2016,3,0.0
768,Andrii Vintsevych,2009,4,100.0
769,Andrii Vintsevych,2015,3,0.0
770,Andrii Vintsevych,2017,2,100.0
771,André Bertaglia,2016,24,20.83
772,André Bertaglia,2017,17,0.0
773,Andy Howard Games,2017,3,0.0
774,Andy Jurko,2016,8,0.0
775,Andy Jurko (Match Gems),2016,2,0.0
776,Andy Wallace,2015,3,0.0
777,Andy Wallace,2016,5,0.0
778,"Andy Wallace,Nathaniel Chambers",2015,2,0.0
779,Anea_Duo_Dev,2016,6,0.0
780,Angel Carriola,2017,5,0.0
781,Angel Iliev Hrisimov,2016,1,0.0
782,Angel T,2017,4,0.0
783,"Angels Blue Digital Entertainment,DigitalEZ",2012,3,0.0
784,"Angels Blue Digital Entertainment,DigitalEZ",2015,4,0.0
785,"Angels Blue Digital Entertainment,DigitalEZ",2016,3,0.0
786,"Angels Blue Digital Entertainment,DigitalEZ",2017,6,0.0
787,"Angry Hangar Games, LLC",2016,3,0.0
788,Angry Mob Games,2015,4,0.0
789,Angry Mob Games,2017,4,0.0
790,AngryAngelGames,2016,8,0.0
791,Anima Chambers,2018,1,0.0
792,Anima Locus,2015,4,0.0
793,Anima Project,2016,6,0.0
794,Animation Arts,2009,2,0.0
795,Animation Arts,2010,1,0.0
796,Animation Arts,2012,1,0.0
797,Animation Arts,2013,1,0.0
798,Animation Arts Creative GmbH,2016,3,0.0
799,Animation Arts GmbH,2015,1,0.0
800,Animation Catalyst,2015,3,0.0
801,Animation F/X,1994,2,0.0
802,Anime Hearts,2016,4,0.0
803,Anime squad,2017,2,0.0
804,Animu Game,2015,16,0.0
805,Animus Interactive Inc,2016,3,100.0
806,Anino Games,2016,3,0.0
807,Aniode,2015,4,0.0
808,Anisoptera Games,2015,3,0.0
809,"Anisoptera Games,Peaks",2015,3,0.0
810,Ankama,2012,3,0.0
811,Ankama Play,2013,1,0.0
812,Ankama Studio,2014,20,25.0
813,Ankama Studio,2015,31,6.45
814,Ankama Studio,2016,25,16.0
815,Ankama Studio,2017,14,28.57
816,Another Noname,2017,2,0.0
817,Another Reality,2016,3,0.0
818,Anothink,2015,2,0.0
819,Ansimuz Games,2014,4,0.0
820,Ant Workshop Ltd,2016,4,0.0
821,Antab Studio,2017,2,0.0
822,"Antanas Marcelionis,Renė Petrulienė",2016,4,0.0
823,"Antaria, LLC",2017,6,0.0
824,Antarsoft,2016,2,0.0
825,Anteater Games,2015,4,0.0
826,Anthony @ POW Games,2015,3,0.0
827,Anthony Case,2014,4,0.0
828,Anthony Case,2015,2,0.0
829,Anthony KOZAK,2016,2,0.0
830,Anti Crunch Studios,2016,4,0.0
831,Anti Gravity Game Studios,2017,6,0.0
832,Anti-Ded GameDev,2016,2,0.0
833,Anti-Ded GameDev,2017,4,0.0
834,Anticto,2016,4,50.0
835,Antimatter Games,2017,5,0.0
836,"Antimatter Games,Tripwire Interactive",2017,15,0.0
837,Antiproto,2015,2,0.0
838,Antizero company,2016,2,0.0
839,Antizero company,2017,2,0.0
840,Antoine Bilodeau,2016,3,0.0
841,Anton Gerdelan,2016,4,50.0
842,Anton Riot,2016,8,0.0
843,Anton Riot,2017,4,100.0
844,Anton Shatalov,2017,2,100.0
845,Antonio Renna,2015,5,0.0
846,Antonio Renna,2016,8,75.0
847,Antonio Renna,2017,6,0.0
848,Antropi,2017,2,0.0
849,Antti Vaihia,2016,2,0.0
850,Antuan Johnson,2016,3,0.0
851,Anuman Interactive,2015,1,0.0
852,Anvate Games,2012,4,0.0
853,Anvate Games,2015,4,0.0
854,Anvate Games,2016,1,0.0
855,Anvate Games,2017,1,0.0
856,"Anvil Drop, LLC",2015,3,0.0
857,Anvil Game Studios,2017,3,0.0
858,Anvil-Soft,2000,2,0.0
859,Anxious Neck Games,2017,3,0.0
860,Apache600,2017,1,0.0
861,Apapappa Games,2017,6,0.0
862,Apar Games,2016,1,0.0
863,Apar Games,2017,4,0.0
864,"ApathyWorks, LLC",2015,2,0.0
865,Ape Law,2015,3,0.0
866,Ape Law,2016,3,0.0
867,Ape Law,2018,6,0.0
868,Ape Marina,2016,2,0.0
869,Apeirogon Games,2017,1,0.0
870,Apeiron,2006,2,0.0
871,Apeiron,2007,3,0.0
872,Apeiron,2009,2,0.0
873,Aperico Software,2017,4,0.0
874,Aperture Tag Team,2014,4,0.0
875,Apillo,2017,12,0.0
876,Apillo,2018,10,0.0
877,Apoapsis Studios,2017,4,0.0
878,"Apocoplay LLC,Ludeme Games,Coreedge Inc",2016,3,100.0
879,Apology Games,2016,2,0.0
880,AppGeneration,2016,2,0.0
881,Apparition Games,2014,2,0.0
882,Appeal,2017,6,0.0
883,Applava,2017,7,0.0
884,Applepine Games,2016,4,0.0
885,Appliks Apps Studios,2017,4,0.0
886,Appmania,2011,2,0.0
887,Appmania/i-Free,2013,1,0.0
888,Appsolutely Studios,2015,2,0.0
889,AppyArt Games,2016,4,0.0
890,Aproldvin,2017,2,0.0
891,Apus Software,2016,3,100.0
892,"Apus Software,Three Donkeys LLC",2008,1,0.0
893,"Apus Software,Three Donkeys LLC",2010,1,0.0
894,"Apus Software,Three Donkeys LLC",2011,1,0.0
895,"Apus Software,Three Donkeys LLC",2013,2,0.0
896,Aqualuft Games,2016,8,0.0
897,Aquiris Game Studio,2017,18,0.0
898,Ara Interactive,2017,4,0.0
899,Arachnid Games,2013,2,0.0
900,Arachnid Games,2017,24,0.0
901,Arai Koh Create Office,2015,1,0.0
902,Arai Koh Create Office,2017,1,0.0
903,Arational Entertainment,2016,2,0.0
904,Aratog LLC,2015,16,25.0
905,Aratog LLC,2016,31,3.23
906,Arbatskii Anatolii,2017,4,0.0
907,Arberth Studios,2008,2,0.0
908,Arboreal Games,2015,5,0.0
909,Arc System Works,2006,1,0.0
910,Arc System Works,2014,2,0.0
911,Arc System Works,2015,40,0.0
912,Arc System Works,2016,14,0.0
913,Arc System Works,2017,16,0.0
914,"Arc System Works Co., Ltd.",2014,1,0.0
915,"Arc System Works,DotEmu",2015,2,0.0
916,"Arc System Works,TOYBOX Inc.",2017,4,0.0
917,Arc-gen,2015,2,0.0
918,Arcade Distillery,2017,3,0.0
919,Arcade Injection,2017,5,0.0
920,Arcade Zone,1994,1,0.0
921,Arcade Zone,1995,1,0.0
922,Arcane Architect,2017,2,0.0
923,Arcane Four Studios,2016,3,0.0
924,Arcane Raise,2017,266,1.13
925,Arcanity Inc,2017,5,0.0
926,"Arcen Games, LLC",2009,2,0.0
927,"Arcen Games, LLC",2010,6,0.0
928,"Arcen Games, LLC",2011,2,0.0
929,"Arcen Games, LLC",2012,5,0.0
930,"Arcen Games, LLC",2013,18,0.0
931,"Arcen Games, LLC",2014,8,0.0
932,"Arcen Games, LLC",2015,3,0.0
933,"Arcen Games, LLC",2016,4,0.0
934,Archaic Entertainment,2010,2,100.0
935,Archbears,2017,5,100.0
936,"Archeia,Degica",2014,2,0.0
937,"Archeia,Enterbrain",2015,2,0.0
938,Archetype Global,2014,4,0.0
939,Archetype Studios,2017,4,0.0
940,Archive Entertainment,2015,21,28.57
941,Archon Interactive,2017,2,0.0
942,Arclight Worlds,2017,4,0.0
943,Arconyx,2016,4,0.0
944,Arctic Anteater,2014,2,0.0
945,Arctic Bird Studio,2017,3,0.0
946,Arctic Hazard Game Studio a/s,2016,4,0.0
947,ArcticFox223/CrimsonSpectreFox,2016,6,0.0
948,Arcupion Art,2017,5,100.0
949,Ardi Studio,2016,2,0.0
950,Ardi Studio,2017,3,0.0
951,ArenaNet®,2005,2,0.0
952,ArenaNet®,2006,4,0.0
953,ArenaNet®,2007,3,0.0
954,ArenaNet®,2008,2,0.0
955,Areo Gaming,2017,5,0.0
956,Argali Entertainment,2016,2,0.0
957,Argali Entertainment,2017,2,0.0
958,Argent Games,2015,2,0.0
959,Argent Games,2016,1,0.0
960,Argo Games,1995,1,0.0
961,ArgoFox,2016,5,0.0
962,"Argonauts Interactive,Collectif Nemoïd",2015,2,0.0
963,"Argus Games,IGP,Promo trade toys LLC",2017,4,0.0
964,Aric Morrow,2016,2,0.0
965,Aries-Lenov,2015,4,0.0
966,Arise,2005,2,0.0
967,ArkHouse,2016,3,0.0
968,Arkane Studios,2002,1,0.0
969,Arkane Studios,2006,2,0.0
970,Arkane Studios,2012,4,0.0
971,Arkane Studios,2013,6,0.0
972,Arkane Studios,2016,1,0.0
973,Arkane Studios,2017,1,0.0
974,Arkavi Studios,2014,2,0.0
975,Arkedo,2012,3,0.0
976,Arkedo,2013,3,0.0
977,Arkedo,2014,3,0.0
978,Armagedoom Games,2017,3,0.0
979,Armature Studio,2014,2,0.0
980,Armen Murazyan,2017,1,0.0
981,Armnomads LLC,2016,6,0.0
982,Armstrong Powerhouse,2013,1,0.0
983,Armstrong Powerhouse,2016,1,0.0
984,Armstrong Powerhouse,2017,3,0.0
985,Arran Langmead,2016,2,0.0
986,Arrogant Pixel,2016,2,0.0
987,ArrowGroundGames,2015,3,0.0
988,Arrowhead Game Studio,2015,1,0.0
989,Arrowhead Game Studios,2011,26,0.0
990,Arrowhead Game Studios,2012,4,0.0
991,Arrowhead Game Studios,2013,1,0.0
992,Arrowhead Game Studios,2014,6,0.0
993,Arrowhead Game Studios,2015,14,0.0
994,Arrowiz,2017,3,100.0
995,Ars Creativa,2015,10,0.0
996,Art Games,2017,2,0.0
997,Art in Heart,2016,2,0.0
998,Artalasky,2017,2,0.0
999,Artbox Games,2017,3,0.0
1000,ArteG,2017,3,0.0
1001,Artech Studios,2008,2,0.0
1002,Artech Studios,2010,1,0.0
1003,"Artees,Trizton,Will Goss",2017,3,0.0
1004,Artefacts Studio,2013,3,0.0
1005,Artefacts Studio,2016,4,0.0
1006,Artefacts Studio,2017,1,0.0
1007,Artefacts Studios,2013,1,0.0
1008,Artefacts Studios,2016,3,0.0
1009,Artefacts Studios,2017,1,0.0
1010,Artem Bondin,2016,3,0.0
1011,Artem Bondin,2017,3,0.0
1012,Artem Kotov,2014,2,0.0
1013,Artem Kotov,2016,3,0.0
1014,Artery Games,2010,2,0.0
1015,Artery Games,2014,7,0.0
1016,Artery Games,2017,2,0.0
1017,Artifex Mundi,2011,3,0.0
1018,Artifex Mundi,2012,6,0.0
1019,Artifex Mundi,2013,9,0.0
1020,Artifex Mundi,2014,7,0.0
1021,Artifex Mundi,2016,4,0.0
1022,Artifex Mundi,2017,4,0.0
1023,Artifice Studio,2013,5,100.0
1024,Artifice Studio,2015,4,0.0
1025,Artificer Creator,2017,3,0.0
1026,Artisano,2017,2,0.0
1027,"Artisiti,Studio Vrtinec",2015,4,0.0
1028,"Artix Entertainment, LLC",2016,7,100.0
1029,"Artizens, Inc.",2015,5,0.0
1030,Artnumeris,2014,2,0.0
1031,Artogon,2016,5,60.0
1032,Artogon,2017,20,0.0
1033,Artogon Corp.,2016,2,0.0
1034,Artplant,2016,7,57.14
1035,"Arttu Tuovinen,Alan Bourhis,Michael Callaghan",2017,4,100.0
1036,Artur Berkowski Berobasket,2017,1,0.0
1037,"Artur Games,Music by Darkman007",2015,4,0.0
1038,Artur Mandas,2015,2,0.0
1039,Artur Rezende,2015,2,100.0
1040,Artur Rezende,2016,11,0.0
1041,Artur Rezende,2017,10,30.0
1042,Artyom Laletin,2017,5,100.0
1043,Arupaca Laboratories,2017,4,0.0
1044,"Arvi Teikari,Roope Mäkinen",2015,6,0.0
1045,Arvydas Žemaitis,2016,4,0.0
1046,Arzola's,2016,3,0.0
1047,Arzola's,2017,3,0.0
1048,As-key,2017,2,0.0
1049,Asakusa Studios,2017,3,0.0
1050,Ascanio Entertainment,2017,3,0.0
1051,Ascaron,2012,1,0.0
1052,Ascaron Entertainment ltd.,2004,1,0.0
1053,Ascaron Entertainment ltd.,2006,3,0.0
1054,Ascaron Entertainment ltd.,2010,3,0.0
1055,Ascension Entertainment LLC,2008,3,100.0
1056,Ascension Interactive Media,2017,2,0.0
1057,Ashdar Games,2017,4,0.0
1058,Asixa,2016,3,0.0
1059,Ask An Enemy Studios,2017,3,0.0
1060,Aslak Studio,2017,3,0.0
1061,"Asmodee Digital,F2Z Entertainment",2015,3,0.0
1062,"Asmodee Digital,Frima Studio",2016,2,0.0
1063,"Asmodee Digital,Frima Studio",2017,4,0.0
1064,"Asmodee Digital,PlaySoft",2017,1,0.0
1065,"Asmodee Digital,Playsoft",2017,2,0.0
1066,"Asmodee Digital,Playsoft,Z-Man Games",2017,7,42.86
1067,Asobo Studio,2008,1,0.0
1068,"Asobo Studio,Hip Games",2005,1,0.0
1069,Aspyr,2012,3,0.0
1070,Aspyr Studios,2010,1,0.0
1071,"Aspyr,Quantic Dream (original release)",2015,2,0.0
1072,Assemble Entertainment,1994,2,0.0
1073,Assemble Entertainment,2001,2,0.0
1074,Assemble Entertainment,2017,2,0.0
1075,Astalo Games,2017,3,0.0
1076,"Astalo Games,Sami Tikkamäki",2017,2,0.0
1077,Asteroid Base,2015,3,0.0
1078,Astra Game Studio,2016,2,0.0
1079,Astral Byte Ltd.,2014,6,0.0
1080,Astralax,2017,1,0.0
1081,AstroBear Games,2016,4,0.0
1082,Astronomic Games,2015,10,0.0
1083,Astronomic Games,2016,6,0.0
1084,Astronomic Games,2017,3,0.0
1085,Astrosimer,2015,3,0.0
1086,Asunder Studios,2017,2,0.0
1087,Asya Yurina,2016,2,0.0
1088,Asylum entertainment,2003,1,0.0
1089,Asymmetric,2017,6,0.0
1090,Asymptotic Games,2017,2,0.0
1091,AtGames,2014,1,0.0
1092,Atapki,2014,3,66.67
1093,Atapki,2017,1,0.0
1094,Atara Games,2017,4,0.0
1095,Atelier 801,2015,3,100.0
1096,Atelier Melon-Kissa,2017,12,0.0
1097,Aterdux Entertainment,2015,12,0.0
1098,Aterdux Entertainment,2016,4,0.0
1099,"Atixx,ClorithStudio",2015,3,0.0
1100,Atmosphere Entertainment Studios,2015,2,0.0
1101,Atom Republic,2017,3,100.0
1102,"Atom Switch, Inc.",2016,6,0.0
1103,"Atom Switch, Inc.",2017,6,100.0
1104,"Atomic Fabrik,Cristian Manolachi",2016,3,0.0
1105,"Atomic Fabrik,Cristian Manolachi",2017,3,0.0
1106,Atomic Jelly,2015,2,0.0
1107,Atomic Planet,2015,1,0.0
1108,Atomic Pond Studios,2016,4,0.0
1109,Atomic Wolf,2017,3,0.0
1110,AtomicTorch Studio,2015,5,0.0
1111,AtomicTorch Studio,2016,5,0.0
1112,AtomicTorch Studio,2017,10,0.0
1113,Atomicom,2017,5,0.0
1114,Atomicom Limited,2015,6,0.0
1115,Atomix Productions,2013,5,0.0
1116,Atrax Games,2015,2,0.0
1117,Atriagames,2015,2,0.0
1118,Atriagames,2017,6,0.0
1119,Attila D.,2017,2,0.0
1120,Attila Vitez,2017,4,0.0
1121,Attract Mode Games,2014,4,0.0
1122,Atum Software,2016,5,0.0
1123,Atum Software,2017,3,0.0
1124,Atypical Games,2015,3,0.0
1125,Atypical Games,2016,3,0.0
1126,Atypical Games,2017,2,0.0
1127,Auburn Sounds,2017,2,0.0
1128,Audials AG,2015,24,0.0
1129,Audio 4n6,2017,3,0.0
1130,Audio Insurgency,2016,2,0.0
1131,Aundre Rogers,2016,3,0.0
1132,Aundre Rogers,2017,2,0.0
1133,AuraLab,2015,2,0.0
1134,AuraLab,2016,3,0.0
1135,Aurelien Regard,2015,6,0.0
1136,Aurelien Regard Games,2015,2,0.0
1137,Auroch Digital,2013,4,0.0
1138,Auroch Digital,2015,5,0.0
1139,Auroch Digital,2016,1,0.0
1140,Auroch Digital,2017,8,50.0
1141,AuroraCorp,2017,4,0.0
1142,Auslogics Software,2015,1,0.0
1143,Austin Handle,2016,4,0.0
1144,Austin Wintory,2015,1,0.0
1145,Autarca,2015,2,0.0
1146,Autarca,2017,3,0.0
1147,"Authentic Illusions,Arbor Sheep",2015,2,0.0
1148,AutoAttack Games,2017,3,0.0
1149,Autobotika,2015,2,0.0
1150,"Autobotika,Game Nation Inc",2015,3,0.0
1151,"Automata Source,Quirkafleeg",2015,1,0.0
1152,"Automata Source,Quirkafleeg",2016,1,0.0
1153,Automaton,2017,4,75.0
1154,Autonomic Interactive,2016,1,0.0
1155,Autonomic Interactive,2017,2,0.0
1156,Autotelic Games LLC,2017,4,100.0
1157,Autotivity Entertainment,2015,2,0.0
1158,Autumn Moon,2008,1,0.0
1159,Autumn Moon,2015,2,0.0
1160,Avalanche Software,2005,2,0.0
1161,Avalanche Software,2006,2,0.0
1162,Avalanche Software,2008,2,0.0
1163,Avalanche Software,2011,5,0.0
1164,"Avalanche Software,Heavy Iron Studios",2016,6,0.0
1165,Avalanche Studios,2006,1,0.0
1166,Avalanche Studios,2010,16,0.0
1167,Avalanche Studios,2011,3,0.0
1168,Avalanche Studios,2013,2,100.0
1169,Avalanche Studios,2015,14,0.0
1170,Avalanche Studios,2016,10,0.0
1171,"Avalanche Studios,Feral Interactive (Mac/Linux)",2015,2,0.0
1172,Avallon Alliance,2017,6,33.33
1173,Avallon Alliance,2018,2,0.0
1174,Avant Games,2015,6,0.0
1175,Avatar Creations,2014,3,0.0
1176,Avekvist,2017,5,0.0
1177,Aventurine SA,2013,4,0.0
1178,Aves Games,2017,2,0.0
1179,Avidly Wild Games,2014,3,0.0
1180,Avidly Wild Games,2015,3,0.0
1181,AvrDragon,2015,1,0.0
1182,Awaceb,2016,6,0.0
1183,Awem Studio,2007,2,0.0
1184,Awem Studio,2009,1,0.0
1185,Awesome Games Studio,2013,2,0.0
1186,Awesome Games Studio,2014,4,0.0
1187,Awesome Games Studio,2017,7,0.0
1188,Awesome Industries,2017,3,0.0
1189,AwesomeBlade,2014,3,0.0
1190,Aweswan studios,2017,4,0.0
1191,Awfully Nice Studio,2015,3,0.0
1192,Awfully Nice Studios,2016,2,0.0
1193,Awoker Games,2014,2,0.0
1194,Awoker Games,2016,4,0.0
1195,Axed Game Studio,2015,2,0.0
1196,Axel Shokk,2015,4,0.0
1197,Axel Sonic,2016,6,0.0
1198,Axiomatic Games,2017,3,0.0
1199,Axis Game Factory,2014,14,0.0
1200,Axis Game Factory LLC,2013,10,0.0
1201,Axis Game Factory LLC,2015,15,0.0
1202,"Axis Game Factory, Inc.",2015,7,0.0
1203,Axis Games,2015,1,0.0
1204,Axis Games,2016,4,0.0
1205,Axis Games,2017,2,0.0
1206,"Axol Studio, LLC",2015,3,0.0
1207,"Axol Studio, LLC",2016,3,0.0
1208,Axolot Games,2016,5,0.0
1209,Axyos Games,2014,4,0.0
1210,Axyos Games,2016,3,0.0
1211,Axyos Games,2017,7,0.0
1212,Ayedh,2017,4,0.0
1213,Azarashi no Yakata,2017,1,0.0
1214,Aéronie,2017,3,0.0
1215,B.Bit,2017,1,0.0
1216,B2Expand,2017,4,100.0
1217,B52 Development Team,2017,3,0.0
1218,"BABY DUKA,BD Games",2016,5,100.0
1219,"BABY DUKA,Baby Duka Games",2016,5,0.0
1220,BAD team,2017,4,0.0
1221,BANDAI NAMCO Entertainment Inc.,2016,3,0.0
1222,BANDAI NAMCO Studio Inc.,2014,2,0.0
1223,BANDAI NAMCO Studio Inc.,2015,8,0.0
1224,BANDAI NAMCO Studio Inc.,2016,1,0.0
1225,BANDAI NAMCO Studios Inc.,2016,5,0.0
1226,BANDAI NAMCO Studios Inc.,2017,38,26.32
1227,"BANDAI NAMCO Studios Vancouver,Hipster Whale,3 Sprockets",2016,1,0.0
1228,BARCHboi,2016,2,0.0
1229,BBG Entertainment GmbH,2016,9,0.0
1230,BBQ Games,2015,2,0.0
1231,BBit,2017,1,100.0
1232,BC,2017,3,0.0
1233,"BEHEMUTT,Kishimoto Studios",2015,3,0.0
1234,BEta - indie,2016,4,0.0
1235,BEta - indie,2017,2,0.0
1236,BIOSZARD Dev,2017,2,0.0
1237,BIT-GEN,2015,3,0.0
1238,BJGameInd,2017,4,0.0
1239,BJGameInd,2018,1,0.0
1240,BKOM Studios,2017,17,0.0
1241,BL-Logic,2010,1,0.0
1242,"BLACK LODGE GAMES, LLC",2017,2,0.0
1243,BME Digital Studios,2016,3,0.0
1244,"BNA Studios, LLC",2017,3,100.0
1245,BOBAFETTA,2017,1,0.0
1246,BOHDOKUMEN.,2017,4,0.0
1247,BRAINEART,2017,3,0.0
1248,BRHP,2016,2,0.0
1249,BRINK 3D,2016,3,0.0
1250,BS1 &amp; BSL Team,2014,1,0.0
1251,BSK Games,2015,5,0.0
1252,BT Studios,2016,3,0.0
1253,BT Studios,2017,2,0.0
1254,BTD Team,2016,5,0.0
1255,BTNcafe,2015,4,0.0
1256,BUG-Studio,2017,3,0.0
1257,BUGBEAR,2012,5,0.0
1258,BUNIAKRA GAMES,2017,2,0.0
1259,BURP! Games,2017,6,0.0
1260,BWGames,2017,5,0.0
1261,BYCODEC TEKNOLOJI LTD,2016,7,0.0
1262,BYU Animation -  Class of 2016,2016,3,100.0
1263,BYU Animation -  Class of 2017,2017,3,100.0
1264,Baba Yaga Games,2016,2,0.0
1265,Baba Yaga Games,2017,3,0.0
1266,Babalus123,2017,2,0.0
1267,Babloon Studios,2017,3,0.0
1268,Babloon Studios,2018,2,0.0
1269,Back To Basics Gaming,2015,4,0.0
1270,Backburner Games,2017,1,0.0
1271,Backstab Games,2014,2,0.0
1272,Backward pieS,2015,1,0.0
1273,Backyard Team,2015,2,0.0
1274,Bacon Bandit Games,2014,4,0.0
1275,Bacon Bandit Games,2015,2,0.0
1276,Bacon Wrapped Games,2011,4,0.0
1277,Bacq Stellan,2015,10,0.0
1278,Bacq Stellan,2017,57,8.77
1279,"Bacq Stellan,Chris Hédé,OtakuMaker Studio",2015,6,0.0
1280,Bad Attempt,2017,2,0.0
1281,Bad Cast games,2016,2,0.0
1282,Bad Coffee Games,2017,3,0.0
1283,Bad Duck Games,2017,3,0.0
1284,Bad Gravity,2017,1,0.0
1285,Bad Panda Games,2017,6,0.0
1286,Bad Pixel,2016,15,20.0
1287,Bad Seed,2015,3,0.0
1288,Bad Seed,2016,3,0.0
1289,Bad Seed,2017,7,57.14
1290,BadCat Studios,2017,2,0.0
1291,"BadFly Interactive, a.s.",2014,2,0.0
1292,"BadFly Interactive, a.s.",2016,3,0.0
1293,BadWolf Games,2016,5,0.0
1294,BadWolf Games,2017,4,0.0
1295,BadgerHammer,2017,2,0.0
1296,Badim,2016,7,0.0
1297,Badim,2017,8,0.0
1298,Badland Development Studio,2015,2,0.0
1299,Badland Studio,2014,3,0.0
1300,Bae Team,2017,8,0.0
1301,BagelMaster5000,2017,3,0.0
1302,Baggy Cat Ltd,2015,3,0.0
1303,Bail! Enemy Jet!,2017,4,0.0
1304,Bakershah Games,2017,6,0.0
1305,Balcony Team,2016,4,0.0
1306,Baller Industries,2010,1,0.0
1307,Baller Industries,2013,1,0.0
1308,Ballista Studios IVS,2016,2,0.0
1309,Ballistic Frogs,2015,2,0.0
1310,Baltic Dragon,2016,1,0.0
1311,Bambastic Games,2017,3,0.0
1312,Bamtang,2009,1,0.0
1313,Bandit-1,2016,4,50.0
1314,Bane Games,2014,3,0.0
1315,Bankroll Studios,2015,4,0.0
1316,Banyango,2017,3,0.0
1317,Barbara Karpowicz,2017,2,0.0
1318,Bare Mettle Entertainment,2015,6,0.0
1319,Barking Dog Studios,2002,3,0.0
1320,Barlock Games,2017,3,0.0
1321,Barnstorm Games,2016,1,0.0
1322,"Barnyard Intelligence Games,Crystal Labs",2015,4,0.0
1323,Baroque Decay,2016,3,0.0
1324,Barrel Roll Games,2017,4,0.0
1325,Bartosz Bojarowski,2016,2,0.0
1326,Bartosz Bojarowski,2017,1,0.0
1327,Barty Games,2017,1,0.0
1328,Basaltic studio,2016,2,100.0
1329,Basecamp Games,2015,4,0.0
1330,Basilisk Games,2007,2,100.0
1331,Basilisk Games,2010,2,0.0
1332,Basilisk Games,2014,3,0.0
1333,Bass Pro Shops,2016,2,0.0
1334,Bass Pro Shops,2017,2,0.0
1335,Bat Byte,2016,2,0.0
1336,"Bat Country Games, LLC",2014,3,0.0
1337,"Bat Country Games, LLC",2017,6,0.0
1338,BatCat Games,2016,2,0.0
