,Desarrollador,sentiment_analysis
1459,Facepunch Studios,2
1465,Facepunch Studios,2
1467,Facepunch Studios,2
1468,Facepunch Studios,2
1469,Facepunch Studios,2
1472,Facepunch Studios,2
1474,Facepunch Studios,2
1475,Facepunch Studios,2
1477,Facepunch Studios,0
1478,Facepunch Studios,2
1480,Facepunch Studios,2
1481,Facepunch Studios,2
1482,Facepunch Studios,2
1483,Facepunch Studios,0
1487,Facepunch Studios,2
1490,Facepunch Studios,2
1491,Facepunch Studios,2
1492,Facepunch Studios,2
1494,Facepunch Studios,2
1495,Facepunch Studios,2
1496,Facepunch Studios,2
1497,Facepunch Studios,2
1498,Facepunch Studios,2
1499,Facepunch Studios,2
1502,Facepunch Studios,2
1503,Facepunch Studios,2
1505,Facepunch Studios,0
1506,Facepunch Studios,2
1508,Facepunch Studios,2
1509,Facepunch Studios,2
1510,Facepunch Studios,2
1511,Facepunch Studios,2
1512,Facepunch Studios,2
1513,Facepunch Studios,2
1514,Facepunch Studios,2
1515,Facepunch Studios,2
1516,Facepunch Studios,2
1517,Facepunch Studios,2
1519,Facepunch Studios,2
1520,Facepunch Studios,2
1521,Facepunch Studios,2
1522,Facepunch Studios,2
1524,Facepunch Studios,2
1525,Facepunch Studios,2
1526,Facepunch Studios,2
1527,Facepunch Studios,2
1528,Facepunch Studios,2
1529,Facepunch Studios,2
1531,Facepunch Studios,0
1532,Facepunch Studios,2
1533,Facepunch Studios,2
1534,Facepunch Studios,0
1535,Facepunch Studios,2
1538,Facepunch Studios,2
1539,Facepunch Studios,0
1540,Facepunch Studios,2
1541,Facepunch Studios,2
1542,Facepunch Studios,2
1544,Facepunch Studios,2
1545,Facepunch Studios,2
1547,Facepunch Studios,0
1548,Facepunch Studios,2
1550,Facepunch Studios,2
1551,Facepunch Studios,2
1552,Facepunch Studios,2
1554,Facepunch Studios,2
1556,Facepunch Studios,0
1557,Facepunch Studios,2
1558,Facepunch Studios,2
1559,Facepunch Studios,2
1560,Facepunch Studios,2
1562,Facepunch Studios,2
1563,Facepunch Studios,2
1564,Facepunch Studios,2
1565,Facepunch Studios,2
1569,Facepunch Studios,2
1570,Facepunch Studios,2
1574,Facepunch Studios,2
1576,Facepunch Studios,0
1577,Facepunch Studios,2
1578,Facepunch Studios,2
1580,Facepunch Studios,2
1581,Facepunch Studios,2
1582,Facepunch Studios,0
1583,Facepunch Studios,0
1584,Facepunch Studios,2
1585,Facepunch Studios,2
1586,Facepunch Studios,2
1588,Facepunch Studios,2
1589,Facepunch Studios,2
1590,Facepunch Studios,2
1591,Facepunch Studios,0
1592,Facepunch Studios,2
1593,Facepunch Studios,2
1595,Facepunch Studios,2
1597,Facepunch Studios,2
1598,Facepunch Studios,2
1599,Facepunch Studios,0
1601,Facepunch Studios,2
1602,Facepunch Studios,2
1603,Facepunch Studios,2
1604,Facepunch Studios,2
1605,Facepunch Studios,2
1606,Facepunch Studios,2
1608,Facepunch Studios,2
1611,Facepunch Studios,2
1612,Facepunch Studios,2
1613,Facepunch Studios,0
1615,Facepunch Studios,2
1617,Facepunch Studios,0
1619,Facepunch Studios,2
1620,Facepunch Studios,2
1622,Facepunch Studios,2
1623,Facepunch Studios,2
1624,Facepunch Studios,2
1627,Facepunch Studios,2
1628,Facepunch Studios,2
1630,Facepunch Studios,2
1631,Facepunch Studios,2
1632,Facepunch Studios,0
1633,Facepunch Studios,2
1634,Facepunch Studios,2
1636,Facepunch Studios,2
1638,Facepunch Studios,2
1639,Facepunch Studios,2
1640,Facepunch Studios,2
1642,Facepunch Studios,2
1645,Facepunch Studios,2
1646,Facepunch Studios,2
1650,Facepunch Studios,2
1651,Facepunch Studios,2
1652,Facepunch Studios,2
1653,Facepunch Studios,2
1654,Facepunch Studios,2
1656,Facepunch Studios,2
1658,Facepunch Studios,2
1659,Facepunch Studios,2
1660,Facepunch Studios,2
1661,Facepunch Studios,2
1662,Facepunch Studios,2
1663,Facepunch Studios,2
1666,Facepunch Studios,2
1668,Facepunch Studios,0
1671,Facepunch Studios,2
1672,Facepunch Studios,2
1673,Facepunch Studios,2
1675,Facepunch Studios,2
1676,Facepunch Studios,2
1677,Facepunch Studios,2
1678,Facepunch Studios,2
1679,Facepunch Studios,0
1680,Facepunch Studios,2
1681,Facepunch Studios,2
1682,Facepunch Studios,0
1683,Facepunch Studios,2
1684,Facepunch Studios,2
1685,Facepunch Studios,2
1686,Facepunch Studios,2
1687,Facepunch Studios,2
1689,Facepunch Studios,2
1690,Facepunch Studios,2
1691,Facepunch Studios,2
1695,Facepunch Studios,2
1697,Facepunch Studios,2
1700,Facepunch Studios,2
1701,Facepunch Studios,0
1702,Facepunch Studios,2
1703,Facepunch Studios,2
1707,Facepunch Studios,2
1708,Facepunch Studios,2
1710,Facepunch Studios,2
1711,Facepunch Studios,2
1712,Facepunch Studios,2
1713,Facepunch Studios,2
1714,Facepunch Studios,2
1715,Facepunch Studios,2
1716,Facepunch Studios,2
1718,Facepunch Studios,2
1719,Facepunch Studios,2
1720,Facepunch Studios,2
1723,Facepunch Studios,2
1725,Facepunch Studios,2
1726,Facepunch Studios,2
1727,Facepunch Studios,2
1728,Facepunch Studios,0
1729,Facepunch Studios,2
1730,Facepunch Studios,0
1731,Facepunch Studios,2
1734,Facepunch Studios,2
1736,Facepunch Studios,2
1737,Facepunch Studios,2
1738,Facepunch Studios,2
1739,Facepunch Studios,2
1740,Facepunch Studios,2
1742,Facepunch Studios,2
1743,Facepunch Studios,2
1744,Facepunch Studios,2
1745,Facepunch Studios,2
1747,Facepunch Studios,2
1749,Facepunch Studios,2
1750,Facepunch Studios,2
1752,Facepunch Studios,2
1753,Facepunch Studios,2
1755,Facepunch Studios,2
1756,Facepunch Studios,2
1757,Facepunch Studios,0
1759,Facepunch Studios,2
1760,Facepunch Studios,2
1761,Facepunch Studios,0
1762,Facepunch Studios,2
1763,Facepunch Studios,2
1764,Facepunch Studios,2
1766,Facepunch Studios,2
1767,Facepunch Studios,2
1768,Facepunch Studios,2
1769,Facepunch Studios,2
1770,Facepunch Studios,0
1771,Facepunch Studios,2
1772,Facepunch Studios,2
1773,Facepunch Studios,2
1774,Facepunch Studios,2
1775,Facepunch Studios,2
1777,Facepunch Studios,2
1778,Facepunch Studios,0
1780,Facepunch Studios,2
1781,Facepunch Studios,2
1782,Facepunch Studios,2
1783,Facepunch Studios,2
1786,Facepunch Studios,2
1788,Facepunch Studios,2
1789,Facepunch Studios,2
1790,Facepunch Studios,2
1792,Facepunch Studios,0
1794,Facepunch Studios,2
1797,Facepunch Studios,2
1798,Facepunch Studios,2
1799,Facepunch Studios,2
1800,Facepunch Studios,2
1801,Facepunch Studios,2
1803,Facepunch Studios,2
1805,Facepunch Studios,0
1806,Facepunch Studios,2
1807,Facepunch Studios,2
1808,Facepunch Studios,2
1809,Facepunch Studios,2
1811,Facepunch Studios,2
1812,Facepunch Studios,2
1813,Facepunch Studios,0
1814,Facepunch Studios,2
1815,Facepunch Studios,2
1816,Facepunch Studios,2
1818,Facepunch Studios,2
1819,Facepunch Studios,2
1821,Facepunch Studios,2
1822,Facepunch Studios,2
1823,Facepunch Studios,2
1824,Facepunch Studios,2
1826,Facepunch Studios,2
1829,Facepunch Studios,2
1830,Facepunch Studios,2
1831,Facepunch Studios,2
1832,Facepunch Studios,2
1833,Facepunch Studios,2
1834,Facepunch Studios,2
1835,Facepunch Studios,2
1838,Facepunch Studios,2
1839,Facepunch Studios,2
1840,Facepunch Studios,2
1843,Facepunch Studios,2
1844,Facepunch Studios,2
1846,Facepunch Studios,2
1847,Facepunch Studios,2
1850,Facepunch Studios,2
1853,Facepunch Studios,2
1854,Facepunch Studios,2
1855,Facepunch Studios,2
1856,Facepunch Studios,2
1858,Facepunch Studios,2
1859,Facepunch Studios,2
1862,Facepunch Studios,2
1863,Facepunch Studios,2
1864,Facepunch Studios,2
1865,Facepunch Studios,2
1867,Facepunch Studios,2
1868,Facepunch Studios,0
1870,Facepunch Studios,2
1872,Facepunch Studios,2
1873,Facepunch Studios,2
1875,Facepunch Studios,2
1876,Facepunch Studios,0
1877,Facepunch Studios,2
1878,Facepunch Studios,0
1879,Facepunch Studios,2
1880,Facepunch Studios,2
1882,Facepunch Studios,2
1883,Facepunch Studios,2
1884,Facepunch Studios,2
1885,Facepunch Studios,0
1886,Facepunch Studios,2
1887,Facepunch Studios,2
1889,Facepunch Studios,2
1890,Facepunch Studios,2
1892,Facepunch Studios,0
1893,Facepunch Studios,2
1894,Facepunch Studios,2
1896,Facepunch Studios,2
1897,Facepunch Studios,2
1898,Facepunch Studios,2
1899,Facepunch Studios,2
1900,Facepunch Studios,2
1901,Facepunch Studios,2
1902,Facepunch Studios,2
1903,Facepunch Studios,2
1904,Facepunch Studios,2
1906,Facepunch Studios,2
1907,Facepunch Studios,2
1908,Facepunch Studios,2
1909,Facepunch Studios,0
1911,Facepunch Studios,0
1912,Facepunch Studios,2
1913,Facepunch Studios,0
1914,Facepunch Studios,2
1915,Facepunch Studios,2
1916,Facepunch Studios,2
1917,Facepunch Studios,2
1921,Facepunch Studios,2
1922,Facepunch Studios,2
1923,Facepunch Studios,2
1924,Facepunch Studios,2
1925,Facepunch Studios,2
1926,Facepunch Studios,2
1927,Facepunch Studios,2
1928,Facepunch Studios,2
1929,Facepunch Studios,0
1930,Facepunch Studios,0
1932,Facepunch Studios,2
1933,Facepunch Studios,0
1934,Facepunch Studios,0
1935,Facepunch Studios,2
1937,Facepunch Studios,2
1938,Facepunch Studios,2
1939,Facepunch Studios,0
1940,Facepunch Studios,2
1941,Facepunch Studios,2
1942,Facepunch Studios,2
1943,Facepunch Studios,2
1944,Facepunch Studios,2
1946,Facepunch Studios,2
1947,Facepunch Studios,2
1948,Facepunch Studios,2
1949,Facepunch Studios,2
1950,Facepunch Studios,2
1954,Facepunch Studios,2
1955,Facepunch Studios,0
1958,Facepunch Studios,2
1960,Facepunch Studios,2
1961,Facepunch Studios,2
1962,Facepunch Studios,2
1965,Facepunch Studios,0
1966,Facepunch Studios,2
1967,Facepunch Studios,2
1968,Facepunch Studios,2
1969,Facepunch Studios,2
1970,Facepunch Studios,2
1971,Facepunch Studios,2
1972,Facepunch Studios,2
1973,Facepunch Studios,2
1975,Facepunch Studios,2
1980,Facepunch Studios,0
1981,Facepunch Studios,2
1982,Facepunch Studios,2
1984,Facepunch Studios,2
1985,Facepunch Studios,2
1987,Facepunch Studios,2
1988,Facepunch Studios,2
1989,Facepunch Studios,2
1990,Facepunch Studios,2
1991,Facepunch Studios,2
1992,Facepunch Studios,2
1993,Facepunch Studios,2
1994,Facepunch Studios,2
1995,Facepunch Studios,2
1997,Facepunch Studios,2
1998,Facepunch Studios,2
1999,Facepunch Studios,0
2000,Facepunch Studios,2
2002,Facepunch Studios,2
2003,Facepunch Studios,2
2005,Facepunch Studios,2
2006,Facepunch Studios,0
2007,Facepunch Studios,2
2009,Facepunch Studios,2
2011,Facepunch Studios,2
2012,Facepunch Studios,2
2013,Facepunch Studios,2
2014,Facepunch Studios,2
2015,Facepunch Studios,2
2016,Facepunch Studios,2
2018,Facepunch Studios,2
2019,Facepunch Studios,2
2023,Facepunch Studios,2
2026,Facepunch Studios,2
2027,Facepunch Studios,0
2028,Facepunch Studios,2
2029,Facepunch Studios,2
2031,Facepunch Studios,2
2032,Facepunch Studios,2
2033,Facepunch Studios,2
2034,Facepunch Studios,2
2036,Facepunch Studios,2
2037,Facepunch Studios,2
2038,Facepunch Studios,0
2040,Facepunch Studios,2
2041,Facepunch Studios,2
2043,Facepunch Studios,2
2044,Facepunch Studios,2
2045,Facepunch Studios,0
2046,Facepunch Studios,2
2047,Facepunch Studios,2
2048,Facepunch Studios,2
2050,Facepunch Studios,2
2051,Facepunch Studios,2
2053,Facepunch Studios,2
2054,Facepunch Studios,2
2056,Facepunch Studios,2
2057,Facepunch Studios,2
2058,Facepunch Studios,2
2059,Facepunch Studios,2
2060,Facepunch Studios,0
2061,Facepunch Studios,0
2062,Facepunch Studios,2
2063,Facepunch Studios,2
2064,Deepred,2
2065,Bugbear Entertainment,2
2066,Bugbear Entertainment,2
2067,Bugbear Entertainment,2
2068,"Firaxis Games,Feral Interactive (Mac)",2
2069,"CAPCOM Co., Ltd.",0
2070,id Software,2
2071,id Software,2
2072,id Software,0
2073,Gray Matter Studios,0
2074,id Software,2
2075,"2K Boston,2K Australia",2
2076,"2K Boston,2K Australia",0
2077,"2K Boston,2K Australia",2
2078,"2K Boston,2K Australia",0
2080,"2K Boston,2K Australia",2
2081,"2K Boston,2K Australia",2
2082,"2K Boston,2K Australia",2
2083,"2K Boston,2K Australia",2
2085,"2K Boston,2K Australia",2
2086,"2K Boston,2K Australia",2
2087,"2K Boston,2K Australia",2
2088,"2K Boston,2K Australia",2
2090,"2K Boston,2K Australia",2
2091,"2K Boston,2K Australia",2
2093,"2K Boston,2K Australia",2
2094,"2K Boston,2K Australia",2
2095,"2K Boston,2K Australia",2
2096,"2K Boston,2K Australia",2
2097,"2K Boston,2K Australia",2
2098,"2K Boston,2K Australia",2
2099,"2K Boston,2K Australia",2
2100,"2K Boston,2K Australia",2
2101,"2K Boston,2K Australia",2
2102,"2K Boston,2K Australia",0
2103,"2K Boston,2K Australia",2
2104,"2K Boston,2K Australia",0
2106,"2K Boston,2K Australia",2
2107,"2K Boston,2K Australia",2
2108,"2K Boston,2K Australia",2
2109,"2K Boston,2K Australia",2
2111,"2K Boston,2K Australia",2
2112,"2K Boston,2K Australia",2
2113,"2K Boston,2K Australia",2
2114,"2K Boston,2K Australia",2
2116,"2K Boston,2K Australia",2
2117,"2K Boston,2K Australia",2
2119,"2K Boston,2K Australia",2
2120,"2K Boston,2K Australia",2
2121,"2K Boston,2K Australia",2
2122,"2K Boston,2K Australia",2
2123,"2K Boston,2K Australia",2
2124,"2K Boston,2K Australia",2
2125,"2K Boston,2K Australia",2
2126,"2K Boston,2K Australia",2
2127,Relic Entertainment,2
2128,Relic Entertainment,2
2129,Relic Entertainment,2
2130,Relic Entertainment,0
2133,Relic Entertainment,2
2134,Relic Entertainment,2
2135,Relic Entertainment,2
2136,The Creative Assembly,2
2137,The Creative Assembly,2
2138,The Creative Assembly,2
2139,The Creative Assembly,2
2142,Rockstar North,0
2143,Crystal Dynamics,2
2144,Crystal Dynamics,2
2145,Crystal Dynamics,2
2146,Crystal Dynamics,2
2147,Remedy Entertainment,0
2148,Remedy Entertainment,0
2149,Remedy Entertainment,2
2152,EA Los Angeles,2
2153,EA Los Angeles,2
2154,EA Los Angeles,2
2155,"Frontier,Aspyr (Mac)",2
2156,"Frontier,Aspyr (Mac)",0
2157,"Frontier,Aspyr (Mac)",2
2159,"Frontier,Aspyr (Mac)",2
2160,"Frontier,Aspyr (Mac)",0
2161,"Frontier,Aspyr (Mac)",2
2163,Ubisoft,2
2165,Crytek Studios,2
2166,Crytek Studios,2
2168,Ubisoft Romania,2
2169,1C: Maddox Games,2
2170,BigAnt Studios,2
2173,Bugbear Entertainment,2
2174,Oddworld Inhabitants,2
2175,Oddworld Inhabitants,2
2176,Oddworld Inhabitants,2
2177,Oddworld Inhabitants,2
2178,Oddworld Inhabitants,2
2180,Oddworld Inhabitants,2
2181,Oddworld Inhabitants,2
2182,Oddworld Inhabitants,2
2183,Oddworld Inhabitants,2
2184,"MicroProse Software, Inc",0
2185,"MicroProse Software, Inc",2
2186,GSC Game World,0
2188,GSC Game World,2
2189,GSC Game World,2
2191,GSC Game World,2
2192,GSC Game World,0
2194,GSC Game World,2
2195,GSC Game World,2
2197,GSC Game World,2
2200,Crytek,0
2201,Crytek,0
2202,CD PROJEKT RED,2
2203,CD PROJEKT RED,2
2204,CD PROJEKT RED,2
2206,CD PROJEKT RED,2
2207,CD PROJEKT RED,2
2208,CD PROJEKT RED,2
2209,CD PROJEKT RED,2
2211,CD PROJEKT RED,2
2212,"Red Storm Entertainment,Ubisoft Montreal",2
2213,Traveller's Tales,2
2214,Traveller's Tales,2
2215,Gearbox Software,0
2216,2D BOY,2
2217,2D BOY,2
2218,Rockstar New England,2
2219,Rockstar New England,0
2220,Rockstar New England,2
2221,Rockstar New England,0
2222,Rockstar New England,2
2224,Rockstar New England,2
2225,Rockstar New England,2
2226,Rockstar New England,2
2227,Rockstar New England,2
2228,Rockstar New England,0
2229,Rockstar New England,2
2230,Rockstar New England,0
2231,Rockstar New England,2
2233,Rockstar New England,2
2234,Rockstar New England,2
2235,Rockstar New England,2
2236,Ubisoft Montreal,2
2237,Ubisoft Montreal,0
2238,Ubisoft Montreal,2
2239,Ubisoft Montreal,0
2241,Meridian4,0
2242,Meridian4,0
2243,Meridian4,0
2245,Volition,2
2246,Volition,2
2247,Volition,2
2248,Volition,2
2251,Volition,2
2252,Volition,0
2253,Volition,2
2254,Volition,2
2255,Volition,0
2256,EA Redwood Shores,0
2257,EA Redwood Shores,2
2260,EA Redwood Shores,2
2261,EA Redwood Shores,2
2262,EA Redwood Shores,2
2264,DICE,2
2265,DICE,2
2266,DICE,2
2267,DICE,2
2268,DICE,2
2269,DICE,0
2272,DICE,2
2273,DICE,2
2275,DICE,2
2276,DICE,2
2277,DICE,0
2278,DICE,2
2280,DICE,0
2281,DICE,2
2283,DICE,2
2285,DICE,2
2287,DICE,2
2288,DICE,2
2289,DICE,0
2290,DICE,2
2292,DICE,2
2293,DICE,2
2295,DICE,2
2296,DICE,2
2299,DICE,2
2300,DICE,2
2301,DICE,2
2302,DICE,2
2303,DICE,2
2304,DICE,2
2305,DICE,0
2308,DICE,2
2309,DICE,2
2311,DICE,2
2312,DICE,2
2313,DICE,0
2314,DICE,2
2316,DICE,0
2317,DICE,2
2319,DICE,2
2321,DICE,2
2323,DICE,2
2324,DICE,2
2325,DICE,0
2326,DICE,2
2328,DICE,2
2329,DICE,2
2331,DICE,2
2332,DICE,2
2335,DICE,2
2336,Meridian4,2
2337,Meridian4,2
2338,Black Sea Studios Ltd,0
2339,"Epic Games, Inc.",2
2340,"Epic Games, Inc.",2
2341,"Epic Games, Inc.",2
2342,Criterion Games,2
2343,Criterion Games,2
2344,Criterion Games,2
2345,Criterion Games,2
2346,Criterion Games,2
2347,Criterion Games,2
2348,Criterion Games,2
2349,Criterion Games,2
2350,Criterion Games,2
2352,Reality Pump Studios,2
2353,Reality Pump Studios,2
2354,Reality Pump Studios,0
2355,Gaijin Entertainment,2
2356,Gaijin Entertainment,2
2357,Gaijin Entertainment,2
2358,Gaijin Entertainment,2
2359,Gaijin Entertainment,2
2360,Gaijin Entertainment,2
2361,ACE Team,2
2362,ACE Team,0
2363,ACE Team,2
2364,ACE Team,0
2366,Irrational Games,2
2367,Irrational Games,2
2369,Radical Entertainment,2
2370,Radical Entertainment,2
2371,Radical Entertainment,2
2373,Radical Entertainment,2
2374,Radical Entertainment,2
2375,Radical Entertainment,2
2376,Headfirst Productions,2
2377,Bethesda Game Studios,2
2378,Bethesda Game Studios,2
2379,Bethesda Game Studios,2
2380,Bethesda Game Studios,0
2381,Bethesda Game Studios,2
2383,Bethesda Game Studios,0
2384,Bethesda Game Studios,2
2385,Bethesda Game Studios,2
2386,Capcom,2
2387,Pandemic Studios,0
2388,Pandemic Studios,2
2389,Pandemic Studios,2
2390,Pandemic Studios,2
2391,Pandemic Studios,2
2392,Pandemic Studios,2
2393,Pandemic Studios,2
2394,Pandemic Studios,2
2396,Pandemic Studios,2
2398,Pandemic Studios,2
2400,Pandemic Studios,2
2402,Pandemic Studios,0
2404,Pandemic Studios,0
2405,Pandemic Studios,2
2406,Pandemic Studios,2
2407,Pandemic Studios,2
2409,Pandemic Studios,2
2410,Pandemic Studios,2
2411,Pandemic Studios,2
2412,Pandemic Studios,2
2413,Pandemic Studios,0
2414,Pandemic Studios,0
2415,Pandemic Studios,2
2418,Pandemic Studios,2
2419,Pandemic Studios,2
2420,Pandemic Studios,2
2421,Pandemic Studios,2
2423,Pandemic Studios,2
2426,Pandemic Studios,2
2427,Pandemic Studios,2
2428,Pandemic Studios,2
2430,Pandemic Studios,2
2431,Saber Interactive,2
2432,Sakari Indie,2
2433,Sakari Indie,2
2434,"BioWare,Aspyr (Mac)",2
2435,"BioWare,Aspyr (Mac)",2
2437,"BioWare,Aspyr (Mac)",2
2438,"BioWare,Aspyr (Mac)",2
2439,"BioWare,Aspyr (Mac)",2
2441,"BioWare,Aspyr (Mac)",2
2442,"BioWare,Aspyr (Mac)",2
2443,"BioWare,Aspyr (Mac)",2
2444,"BioWare,Aspyr (Mac)",2
2445,"BioWare,Aspyr (Mac)",2
2447,"BioWare,Aspyr (Mac)",2
2448,"BioWare,Aspyr (Mac)",2
2449,"BioWare,Aspyr (Mac)",2
2451,"BioWare,Aspyr (Mac)",2
2452,"BioWare,Aspyr (Mac)",2
2453,"BioWare,Aspyr (Mac)",2
2454,Hemisphere Games,2
2455,Hemisphere Games,2
2457,Black Isle Studios,2
2458,Black Isle Studios,2
2461,nan,0
2463,nan,0
2465,nan,2
2466,"Vectorpark, Inc.",2
2467,"Vectorpark, Inc.",2
2468,"Vectorpark, Inc.",2
2469,NovaLogic,2
2472,Amanita Design,2
2473,Amanita Design,2
2474,Amanita Design,2
2477,Amanita Design,2
2478,Amanita Design,2
2479,Amanita Design,2
2480,EA Los Angeles,2
2481,EA Los Angeles,2
2482,Runic Games,2
2483,Runic Games,2
2484,EA Los Angeles,2
2487,Konstantin Koshutin,2
2489,Konstantin Koshutin,2
2490,Croteam,0
2491,Croteam,2
2492,Croteam,2
2493,Croteam,0
2494,Croteam,2
2495,Croteam,2
2497,"Infinity Ward,Aspyr (Mac)",2
2498,"Infinity Ward,Aspyr (Mac)",2
2499,"Infinity Ward,Aspyr (Mac)",2
2500,"Infinity Ward,Aspyr (Mac)",2
2502,"Infinity Ward,Aspyr (Mac)",2
2503,"Infinity Ward,Aspyr (Mac)",2
2506,"Infinity Ward,Aspyr (Mac)",2
2507,"Infinity Ward,Aspyr (Mac)",0
2508,"Infinity Ward,Aspyr (Mac)",2
2509,"Infinity Ward,Aspyr (Mac)",0
2510,"Infinity Ward,Aspyr (Mac)",2
2511,"Infinity Ward,Aspyr (Mac)",0
2516,"Infinity Ward,Aspyr (Mac)",0
2517,"Infinity Ward,Aspyr (Mac)",2
2518,"Infinity Ward,Aspyr (Mac)",2
2519,"Infinity Ward,Aspyr (Mac)",0
2520,"Infinity Ward,Aspyr (Mac)",0
2521,"Infinity Ward,Aspyr (Mac)",2
2522,"Infinity Ward,Aspyr (Mac)",2
2523,"Infinity Ward,Aspyr (Mac)",2
2525,"Infinity Ward,Aspyr (Mac)",2
2527,"Infinity Ward,Aspyr (Mac)",2
2529,"Infinity Ward,Aspyr (Mac)",2
2531,"Infinity Ward,Aspyr (Mac)",2
2532,"Infinity Ward,Aspyr (Mac)",2
2533,"Infinity Ward,Aspyr (Mac)",2
2538,"Infinity Ward,Aspyr (Mac)",2
2540,"Infinity Ward,Aspyr (Mac)",2
